日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2014-03-05     1.9708      1.8769      2.7393      3.4183      3.4079      4.0628      3.7696      3.8600      4.4438      4.3522      4.6088      5.0818      5.5219      5.5450      5.5732      5.0000      5.0000      4.9980      5.0000      5.0000      5.0000      5.0001      5.0001      5.0001      
2014-03-06     2.0317      1.8843      2.6285      3.2295      3.2862      3.9167      3.7698      3.8213      4.3494      4.4066      4.5508      5.0438      5.5160      5.5360      5.5685      5.0000      5.0000      4.9983      5.0000      5.0000      5.0000      5.0001      5.0001      5.0001      
2014-03-07     2.0615      1.9073      2.5157      3.0043      3.1670      3.7743      3.6296      3.7265      4.2305      4.4606      4.4918      4.9825      5.5110      5.5287      5.5635      5.0000      5.0000      4.9986      5.0000      5.0000      5.0000      5.0001      5.0001      5.0001      
2014-03-10     2.0283      1.9292      2.3965      2.9117      3.0689      3.6273      3.4078      3.5920      4.0907      4.5230      4.4524      4.9188      5.5076      5.5222      5.5584      5.0000      5.0000      4.9990      5.0000      5.0000      5.0000      5.0001      5.0001      5.0001      
2014-03-11     1.9863      1.9445      2.2833      2.6606      2.9669      3.4801      3.1068      3.4404      3.9414      4.5086      4.4298      4.8455      5.5047      5.5164      5.5534      5.0000      5.0000      4.9993      5.0000      5.0000      5.0000      5.0001      5.0001      5.0001      
2014-03-12     1.9483      1.9595      2.1746      2.3432      2.8808      3.3318      2.7884      3.2790      3.7908      4.3930      4.3726      4.7566      5.5026      5.5122      5.5483      5.0000      5.0000      4.9995      5.0000      5.0000      5.0000      5.0000      5.0001      5.0001      
2014-03-13     1.9294      1.9805      2.0891      2.3460      2.7878      3.2057      2.4914      3.1306      3.6591      4.2310      4.3188      4.6667      5.5012      5.5086      5.5431      5.0000      5.0000      4.9997      5.0000      5.0000      5.0000      5.0000      5.0001      5.0001      
2014-03-14     1.9057      1.9836      2.0190      2.3708      2.6876      3.1103      2.4026      3.0161      3.5614      4.0874      4.2740      4.5854      5.5004      5.5057      5.5381      5.0000      5.0000      4.9999      5.0000      5.0000      5.0000      5.0000      5.0001      5.0001      
2014-03-17     1.8957      1.9620      1.9649      2.4334      2.6726      3.0499      2.4176      2.9127      3.4722      3.9602      4.2416      4.5141      5.5000      5.5038      5.5331      5.0000      5.0000      4.9999      5.0000      5.0000      5.0000      5.0000      5.0000      5.0001      
2014-03-18     1.9311      1.9587      1.9334      2.5578      2.6092      3.0067      2.5346      2.8207      3.3843      3.9060      4.2073      4.4502      5.5000      5.5023      5.5281      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0001      
2014-03-19     2.1116      2.0300      1.9534      2.8000      2.5716      2.9897      2.8530      2.8207      3.3404      4.0140      4.2035      4.4061      5.5000      5.5013      5.5231      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0001      
2014-03-20     2.3218      2.1256      2.0049      2.9948      2.6704      2.9783      3.1258      2.8086      3.3150      4.1718      4.2014      4.3761      5.5000      5.5006      5.5183      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0001      
2014-03-21     2.4465      2.1761      2.0417      3.2094      2.7901      2.9785      3.3602      2.8814      3.3040      4.3772      4.2323      4.3620      5.5000      5.5002      5.5144      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0001      
2014-03-24     2.5727      2.2342      2.0817      3.3908      2.9121      2.9905      3.5848      3.0012      3.2966      4.6192      4.2897      4.3710      5.5000      5.5000      5.5111      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-03-25     2.6627      2.2969      2.1207      3.5407      3.0493      3.0081      3.8216      3.1781      3.3093      4.8398      4.3729      4.4013      5.5000      5.5000      5.5082      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-03-26     2.6062      2.3589      2.1592      3.6299      3.2150      3.0479      3.9676      3.4103      3.3447      4.9244      4.4692      4.4209      5.5000      5.5000      5.5061      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-03-27     2.5356      2.4287      2.2046      3.8975      3.4462      3.1170      4.2716      3.6987      3.4147      4.9882      4.5800      4.4494      5.5000      5.5000      5.5043      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-03-28     2.5856      2.5161      2.2498      4.0111      3.6103      3.1489      4.6076      3.9839      3.5000      4.9630      4.6701      4.4721      5.5000      5.5000      5.5029      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-03-31     2.6456      2.6092      2.2856      4.1323      3.7616      3.2171      4.9364      4.2606      3.5867      4.8568      4.7380      4.4898      5.5000      5.5000      5.5019      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-01     2.7188      2.6908      2.3247      4.2474      3.8941      3.2516      5.0242      4.4229      3.6218      4.7518      4.7958      4.5016      5.5000      5.5000      5.5012      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-02     2.8048      2.7055      2.3677      4.3188      3.9744      3.2730      5.0190      4.4933      3.6570      4.7048      4.8146      4.5091      5.5000      5.5000      5.5006      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-03     2.8632      2.6994      2.4125      4.1770      4.0373      3.3538      4.8782      4.5749      3.6918      4.6372      4.8127      4.5071      5.5000      5.5000      5.5003      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-04     2.8658      2.7257      2.4509      3.9428      3.9770      3.3835      4.6418      4.6247      3.7531      4.6028      4.7829      4.5076      5.5000      5.5000      5.5001      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-08     2.8484      2.7470      2.4906      3.8242      3.9783      3.4452      4.3904      4.6634      3.8323      4.5668      4.7118      4.5008      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-09     2.8232      2.7710      2.5340      3.7172      3.9823      3.5158      4.3262      4.6752      3.9267      4.5270      4.6394      4.5062      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-10     2.7812      2.7930      2.5760      3.6138      3.9663      3.5906      4.1684      4.5937      4.0020      4.4820      4.5934      4.5313      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-11     2.7412      2.8022      2.6155      3.5334      3.8552      3.6507      4.0176      4.4479      4.0733      4.4038      4.5205      4.5503      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-14     2.7164      2.7911      2.6536      3.6480      3.7954      3.7028      3.9020      4.2719      4.1279      4.3174      4.4601      4.5651      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-15     2.6636      2.7560      2.6826      3.6186      3.7214      3.7415      3.7376      4.0640      4.1623      4.2504      4.4086      4.5733      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-16     2.5752      2.6992      2.6950      3.4298      3.5735      3.7338      3.5018      3.9140      4.1685      4.1872      4.3571      4.5765      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-17     2.4634      2.6223      2.6639      3.2324      3.4231      3.6987      3.3116      3.7400      4.1167      4.1242      4.3031      4.5589      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-18     2.3134      2.5273      2.6134      3.0444      3.2889      3.6631      3.1274      3.5725      4.0737      4.0684      4.2361      4.5244      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-21     2.1816      2.4490      2.5874      2.8730      3.2605      3.6187      2.9862      3.4441      4.0344      3.9888      4.1531      4.4680      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-22     2.0770      2.3703      2.5587      2.7900      3.2043      3.5913      2.9708      3.3542      4.0088      3.9300      4.0902      4.4010      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-23     2.0100      2.2926      2.5318      2.8608      3.1453      3.5638      3.1132      3.3075      3.9914      3.9032      4.0452      4.3423      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-24     2.0344      2.2489      2.5210      3.0208      3.1266      3.5465      3.3898      3.3507      3.9722      3.9552      4.0397      4.3166      5.5000      5.5000      5.5000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-25     2.0964      2.2049      2.5036      3.1692      3.1068      3.4810      3.6992      3.4133      3.9306      4.0264      4.0474      4.2840      5.4980      5.4990      5.4995      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-28     2.1816      2.1816      2.4864      3.4316      3.1523      3.4739      4.0090      3.4976      3.8848      4.1930      4.0909      4.2755      5.4976      5.4988      5.4994      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-29     2.3172      2.1971      2.4766      3.6406      3.2153      3.4683      4.3238      3.6473      3.8557      4.3500      4.1400      4.2743      5.4976      5.4988      5.4994      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-04-30     2.4246      2.2173      2.4583      3.8514      3.3561      3.4648      4.4160      3.7646      3.8393      4.4806      4.1919      4.2745      5.4966      5.4983      5.4992      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-04     2.4440      2.2392      2.4308      3.8838      3.4523      3.4377      4.3282      3.8590      3.7995      4.5166      4.2359      4.2695      5.4930      5.4965      5.4983      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-05     2.4560      2.2762      2.4018      3.8112      3.4902      3.3895      4.0940      3.8966      3.7346      4.4710      4.2487      4.2424      5.4881      5.4931      5.4965      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-06     2.4488      2.3152      2.3821      3.6246      3.5281      3.3943      3.8170      3.9130      3.6786      4.3392      4.2661      4.2096      5.4780      5.4878      5.4939      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-07     2.4020      2.3596      2.3650      3.4323      3.5364      3.3704      3.4584      3.8911      3.6227      4.1970      4.2735      4.1819      5.4613      5.4795      5.4897      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-08     2.3480      2.3863      2.3395      3.2463      3.5488      3.3471      3.2444      3.8302      3.5689      4.0342      4.2574      4.1513      5.4422      5.4694      5.4847      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-09     2.3121      2.3781      2.3135      3.1485      3.5161      3.3214      3.1270      3.7276      3.5392      3.8888      4.2027      4.1212      5.4239      5.4585      5.4792      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-12     2.2808      2.3684      2.2867      3.1565      3.4838      3.2953      3.1350      3.6145      3.5139      3.8092      4.1401      4.0938      5.4061      5.4471      5.4731      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-13     2.2768      2.3628      2.2722      3.1743      3.3994      3.2759      3.1534      3.4852      3.4914      3.7444      4.0418      4.0664      5.3849      5.4315      5.4651      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-14     2.2761      2.3391      2.2681      3.1990      3.3157      3.2655      3.1816      3.3200      3.4836      3.6815      3.9393      4.0396      5.3655      5.4134      5.4561      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-15     2.3001      2.3241      2.2707      3.1853      3.2158      3.2859      3.2008      3.2226      3.4936      3.6537      3.8440      4.0179      5.3390      5.3906      5.4445      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      
2014-05-16     2.3300      2.3211      2.2801      3.1723      3.1604      3.3063      3.2020      3.1645      3.5117      3.6371      3.7630      3.9994      5.3092      5.3666      5.4315      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0020      5.0010      5.0005      
2014-05-19     2.3665      2.3237      2.2999      3.1563      3.1564      3.3233      3.1887      3.1619      3.5292      3.6523      3.7308      3.9897      5.2767      5.3414      5.4173      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0042      5.0021      5.0011      
2014-05-20     2.3819      2.3294      2.3223      3.1923      3.1833      3.3557      3.2546      3.2040      3.5585      3.7479      3.7462      4.0061      5.2439      5.3144      5.4011      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0048      5.0024      5.0012      
2014-05-21     2.4142      2.3452      2.3524      3.2157      3.2074      3.3719      3.3930      3.2873      3.5892      3.8744      3.7780      4.0257      5.2042      5.2849      5.3822      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0053      5.0027      5.0013      
2014-05-22     2.4462      2.3732      2.3797      3.2724      3.2289      3.3888      3.5364      3.3686      3.5994      3.9848      3.8193      4.0383      5.1696      5.2543      5.3619      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0056      5.0028      5.0014      
2014-05-23     2.4782      2.4041      2.3911      3.3276      3.2500      3.3830      3.6926      3.4473      3.5874      4.0605      3.8488      4.0258      5.1348      5.2220      5.3402      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0039      5.0029      5.0015      
2014-05-26     2.4995      2.4330      2.4007      3.3466      3.2515      3.3676      3.8306      3.5097      3.5621      4.1333      3.8928      4.0165      5.1002      5.1885      5.3178      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0019      5.0031      5.0015      
2014-05-27     2.5223      2.4521      2.4075      3.3238      3.2581      3.3287      3.7928      3.5237      3.5044      4.1143      3.9311      3.9865      5.0687      5.1563      5.2939      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0013      5.0031      5.0015      
2014-05-28     2.5187      2.4665      2.4028      3.2932      3.2545      3.2851      3.6738      3.5334      3.4267      4.0623      3.9684      3.9538      5.0398      5.1220      5.2677      5.0000      5.0000      5.0000      5.0000      5.0000      5.0000      5.0008      5.0031      5.0015      
2014-05-29     2.5187      2.4825      2.4033      3.2524      3.2624      3.2391      3.5598      3.5481      3.3853      3.9971      3.9910      3.9175      5.0094      5.0895      5.2401      4.9998      4.9999      5.0000      5.0000      5.0000      5.0000      5.0006      5.0031      5.0015      
2014-05-30     2.5267      2.5025      2.4118      3.2174      3.2725      3.2165      3.4430      3.5678      3.3661      3.9556      4.0081      3.8855      4.9809      5.0579      5.2122      4.9998      4.9999      4.9999      5.0000      5.0000      5.0000      5.0003      5.0021      5.0015      
2014-06-03     2.5304      2.5150      2.4193      3.2144      3.2805      3.2185      3.3546      3.5926      3.3772      3.8788      4.0061      3.8684      4.9493      5.0247      5.1831      4.9989      4.9995      4.9997      4.9996      4.9998      4.9999      5.0001      5.0010      5.0015      
2014-06-04     2.5344      2.5284      2.4289      3.1954      3.2596      3.2215      3.3434      3.5681      3.3860      3.8650      3.9897      3.8679      4.9163      4.9925      5.1535      4.9963      4.9981      4.9991      4.9989      4.9995      4.9997      5.0000      5.0007      5.0015      
2014-06-05     2.5476      2.5332      2.4392      3.1694      3.2313      3.2193      3.3670      3.5204      3.4038      3.8526      3.9575      3.8677      4.8888      4.9643      5.1246      4.9909      4.9955      4.9977      4.9983      4.9991      4.9996      5.0000      5.0004      5.0015      
2014-06-06     2.5618      2.5402      2.4567      3.1564      3.2044      3.2166      3.3856      3.4727      3.4206      3.8740      3.9356      3.8774      4.8656      4.9375      5.0959      4.9833      4.9916      4.9958      4.9975      4.9987      4.9994      5.0000      5.0003      5.0015      
